,ranking,artist,title,last_week_rank,peak_position,weeks_on_chart,chart_date
2006-06-24_28,28,Jack Johnson,Upside Down,30,28,5,2006-06-24
2006-06-24_29,29,The Fray,Over My Head (Cable Car),28,26,8,2006-06-24
2006-06-24_30,30,Nickelback,Savin' Me,33,30,6,2006-06-24
2006-06-24_31,31,Cascada,Everytime We Touch,32,28,9,2006-06-24
2006-06-24_32,32,Chantal Chamandy,Feels Like Love,34,32,7,2006-06-24
2006-06-24_33,33,Dian Diaz,Colour Everywhere,31,23,20,2006-06-24
2006-06-24_34,34,Heather Small,Proud,35,34,2,2006-06-24
2006-06-24_35,35,Train,Cab,29,19,19,2006-06-24
2006-06-24_36,36,Dixie Chicks,Not Ready To Make Nice,37,32,10,2006-06-24
2006-06-24_37,37,Goo Goo Dolls,Stay With You,0,37,1,2006-06-24
2006-06-24_38,38,Jade,Lay Me Down,38,32,10,2006-06-24
2006-06-24_39,39,Darren Hayes,So Beautiful,36,27,17,2006-06-24
2006-06-24_40,40,Rin With Lisa Loeb,Anti Hero,0,36,3,2006-06-24
2006-07-01_1,1,Daniel Powter,Bad Day,1,1,25,2006-07-01
2006-07-01_2,2,James Blunt,You're Beautiful,2,1,45,2006-07-01
2006-07-01_3,3,Kelly Clarkson,Because Of You,3,3,36,2006-07-01
2006-07-01_4,4,Lifehouse,You And Me,4,1,52,2006-07-01
2006-07-01_5,5,Natasha Bedingfield,Unwritten,5,4,16,2006-07-01
2006-07-01_6,6,Michael Buble,Save The Last Dance For Me,6,5,23,2006-07-01
2006-07-01_7,7,Rob Thomas,Ever The Same,7,7,27,2006-07-01
2006-07-01_8,8,Keith Urban,Making Memories Of Us,8,5,25,2006-07-01
2006-07-01_9,9,Nick Lachey,What's Left Of Me,12,9,13,2006-07-01
2006-07-01_10,10,Faith Hill,Like We Never Loved At All,9,9,38,2006-07-01
2006-07-01_11,11,Chris Rice,When Did You Fall (In Love With Me),11,11,19,2006-07-01
2006-07-01_12,12,Bon Jovi,Who Says You Can't Go Home,15,12,19,2006-07-01
2006-07-01_13,13,Sheryl Crow & Sting,Always On Your Side,14,12,18,2006-07-01
2006-07-01_14,14,LeAnn Rimes,Probably Wouldn't Be This Way,13,8,23,2006-07-01
2006-07-01_15,15,Taylor Hicks,Do I Make You Proud,17,15,4,2006-07-01
2006-07-01_16,16,Carrie Underwood,Some Hearts,16,12,19,2006-07-01
2006-07-01_17,17,Five for Fighting,The Riddle,19,17,5,2006-07-01
2006-07-01_18,18,Bo Bice,The Real Thing,18,18,10,2006-07-01
2006-07-01_19,19,Rascal Flatts,What Hurts The Most,21,19,8,2006-07-01
2006-07-01_20,20,Nicol Sponberg,Crazy In Love,20,17,11,2006-07-01
2006-07-01_21,21,MercyMe,So Long Self,22,18,9,2006-07-01
2006-07-01_22,22,KT Tunstall,Black Horse & The Cherry Tree,24,22,7,2006-07-01
2006-07-01_23,23,Chicago,Love Will Come Back,23,23,8,2006-07-01
2006-07-01_24,24,Kelly Clarkson,Walk Away,25,22,13,2006-07-01
2006-07-01_25,25,Hootie & The Blowfish,Get Out Of My Mind,26,17,15,2006-07-01
2006-07-01_26,26,Carrie Underwood,"Jesus, Take The Wheel",27,23,15,2006-07-01
2006-07-01_27,27,The Fray,Over My Head (Cable Car),29,26,9,2006-07-01
2006-07-01_28,28,Jack Johnson,Upside Down,28,28,6,2006-07-01
2006-07-01_29,29,Nickelback,Savin' Me,30,29,7,2006-07-01
2006-07-01_30,30,Cascada,Everytime We Touch,31,28,10,2006-07-01
2006-07-01_31,31,Chantal Chamandy,Feels Like Love,32,31,8,2006-07-01
2006-07-01_32,32,Lionel Richie,I Call It Love,0,32,1,2006-07-01
2006-07-01_33,33,Jon Secada,Free,0,33,1,2006-07-01
2006-07-01_34,34,Goo Goo Dolls,Stay With You,37,34,2,2006-07-01
2006-07-01_35,35,Dixie Chicks,Not Ready To Make Nice,36,32,11,2006-07-01
2006-07-01_36,36,Darren Hayes,So Beautiful,39,27,18,2006-07-01
2006-07-01_37,37,Heather Small,Proud,34,34,3,2006-07-01
2006-07-01_38,38,Teddy Geiger,For You I Will (Confidence),0,38,1,2006-07-01
2006-07-01_39,39,Jade,Lay Me Down,38,32,11,2006-07-01
2006-07-01_40,40,Rihanna,SOS,0,40,1,2006-07-01
2006-07-08_1,1,Daniel Powter,Bad Day,1,1,26,2006-07-08
2006-07-08_2,2,James Blunt,You're Beautiful,2,1,46,2006-07-08
2006-07-08_3,3,Natasha Bedingfield,Unwritten,5,3,17,2006-07-08
2006-07-08_4,4,Lifehouse,You And Me,4,1,53,2006-07-08
2006-07-08_5,5,Kelly Clarkson,Because Of You,3,3,37,2006-07-08
2006-07-08_6,6,Michael Buble,Save The Last Dance For Me,6,5,24,2006-07-08
2006-07-08_7,7,Rob Thomas,Ever The Same,7,7,28,2006-07-08
2006-07-08_8,8,Keith Urban,Making Memories Of Us,8,5,26,2006-07-08
2006-07-08_9,9,Nick Lachey,What's Left Of Me,9,9,14,2006-07-08
2006-07-08_10,10,Faith Hill,Like We Never Loved At All,10,9,39,2006-07-08
2006-07-08_11,11,Chris Rice,When Did You Fall (In Love With Me),11,11,20,2006-07-08
2006-07-08_12,12,LeAnn Rimes,Probably Wouldn't Be This Way,14,8,24,2006-07-08
2006-07-08_13,13,Sheryl Crow & Sting,Always On Your Side,13,12,19,2006-07-08
2006-07-08_14,14,Bon Jovi,Who Says You Can't Go Home,12,12,20,2006-07-08
2006-07-08_15,15,Taylor Hicks,Do I Make You Proud,15,15,5,2006-07-08
2006-07-08_16,16,Five for Fighting,The Riddle,17,16,6,2006-07-08
2006-07-08_17,17,Bo Bice,The Real Thing,18,17,11,2006-07-08
2006-07-08_18,18,Rascal Flatts,What Hurts The Most,19,18,9,2006-07-08
2006-07-08_19,19,Nicol Sponberg,Crazy In Love,20,17,12,2006-07-08
2006-07-08_20,20,Carrie Underwood,Some Hearts,16,12,20,2006-07-08
2006-07-08_21,21,KT Tunstall,Black Horse & The Cherry Tree,22,21,8,2006-07-08
2006-07-08_22,22,MercyMe,So Long Self,21,18,10,2006-07-08
2006-07-08_23,23,Chicago,Love Will Come Back,23,23,9,2006-07-08
2006-07-08_24,24,Kelly Clarkson,Walk Away,24,22,14,2006-07-08
2006-07-08_25,25,Carrie Underwood,"Jesus, Take The Wheel",26,23,16,2006-07-08
2006-07-08_26,26,Jack Johnson,Upside Down,28,26,7,2006-07-08
2006-07-08_27,27,The Fray,Over My Head (Cable Car),27,26,10,2006-07-08
2006-07-08_28,28,Jon Secada,Free,33,28,2,2006-07-08
2006-07-08_29,29,Lionel Richie,I Call It Love,32,29,2,2006-07-08
2006-07-08_30,30,Hootie & The Blowfish,Get Out Of My Mind,25,17,16,2006-07-08
2006-07-08_31,31,Chantal Chamandy,Feels Like Love,31,31,9,2006-07-08
2006-07-08_32,32,Nickelback,Savin' Me,29,29,8,2006-07-08
2006-07-08_33,33,Cascada,Everytime We Touch,30,28,11,2006-07-08
2006-07-08_34,34,Los Lonely Boys,Diamonds,0,34,2,2006-07-08
2006-07-08_35,35,Goo Goo Dolls,Stay With You,34,34,3,2006-07-08
2006-07-08_36,36,Dixie Chicks,Not Ready To Make Nice,35,32,12,2006-07-08
2006-07-08_37,37,Teddy Geiger,For You I Will (Confidence),38,37,2,2006-07-08
2006-07-08_38,38,Darren Hayes,So Beautiful,36,27,19,2006-07-08
2006-07-08_39,39,Natalie Grant,The Real Me,0,39,1,2006-07-08
2006-07-08_40,40,Corinne Bailey Rae,Put Your Records On,0,40,1,2006-07-08
2006-07-15_1,1,Daniel Powter,Bad Day,1,1,27,2006-07-15
2006-07-15_2,2,James Blunt,You're Beautiful,2,1,47,2006-07-15
2006-07-15_3,3,Natasha Bedingfield,Unwritten,3,3,18,2006-07-15
2006-07-15_4,4,Lifehouse,You And Me,4,1,54,2006-07-15
2006-07-15_5,5,Kelly Clarkson,Because Of You,5,3,38,2006-07-15
2006-07-15_6,6,Rob Thomas,Ever The Same,7,6,29,2006-07-15
2006-07-15_7,7,Michael Buble,Save The Last Dance For Me,6,5,25,2006-07-15
2006-07-15_8,8,Nick Lachey,What's Left Of Me,9,8,15,2006-07-15
2006-07-15_9,9,Keith Urban,Making Memories Of Us,8,5,27,2006-07-15
2006-07-15_10,10,Chris Rice,When Did You Fall (In Love With Me),11,10,21,2006-07-15
2006-07-15_11,11,Faith Hill,Like We Never Loved At All,10,9,40,2006-07-15
2006-07-15_12,12,Bon Jovi,Who Says You Can't Go Home,14,12,21,2006-07-15
2006-07-15_13,13,Five for Fighting,The Riddle,16,13,7,2006-07-15
2006-07-15_14,14,LeAnn Rimes,Probably Wouldn't Be This Way,12,8,25,2006-07-15
2006-07-15_15,15,Taylor Hicks,Do I Make You Proud,15,15,6,2006-07-15
2006-07-15_16,16,Sheryl Crow & Sting,Always On Your Side,13,12,20,2006-07-15
2006-07-15_17,17,KT Tunstall,Black Horse & The Cherry Tree,21,17,9,2006-07-15
2006-07-15_18,18,Bo Bice,The Real Thing,17,17,12,2006-07-15
2006-07-15_19,19,Rascal Flatts,What Hurts The Most,18,18,10,2006-07-15
2006-07-15_20,20,Nicol Sponberg,Crazy In Love,19,17,13,2006-07-15
2006-07-15_21,21,MercyMe,So Long Self,22,18,11,2006-07-15
2006-07-15_22,22,Kelly Clarkson,Walk Away,24,22,15,2006-07-15
2006-07-15_23,23,Chicago,Love Will Come Back,23,23,10,2006-07-15
2006-07-15_24,24,Lionel Richie,I Call It Love,29,24,3,2006-07-15
2006-07-15_25,25,Jack Johnson,Upside Down,26,25,8,2006-07-15
2006-07-15_26,26,Jon Secada,Free,28,26,3,2006-07-15
2006-07-15_27,27,Carrie Underwood,"Jesus, Take The Wheel",25,23,17,2006-07-15
2006-07-15_28,28,The Fray,Over My Head (Cable Car),27,26,11,2006-07-15
2006-07-15_29,29,Los Lonely Boys,Diamonds,34,29,3,2006-07-15
2006-07-15_30,30,Chantal Chamandy,Feels Like Love,31,30,10,2006-07-15
2006-07-15_31,31,Natalie Grant,The Real Me,39,31,2,2006-07-15
2006-07-15_32,32,Nickelback,Savin' Me,32,29,9,2006-07-15
2006-07-15_33,33,Teddy Geiger,For You I Will (Confidence),37,33,3,2006-07-15
2006-07-15_34,34,Hootie & The Blowfish,Get Out Of My Mind,30,17,17,2006-07-15
2006-07-15_35,35,Cascada,Everytime We Touch,33,28,12,2006-07-15
2006-07-15_36,36,Goo Goo Dolls,Stay With You,35,34,4,2006-07-15
2006-07-15_37,37,Corinne Bailey Rae,Put Your Records On,40,37,2,2006-07-15
2006-07-15_38,38,Coldplay,The Hardest Part,0,38,1,2006-07-15
2006-07-15_39,39,Mary J. Blige And U2,One,0,39,1,2006-07-15
2006-07-15_40,40,Tommy James,Love Words,0,40,1,2006-07-15
2006-07-22_1,1,Daniel Powter,Bad Day,1,1,28,2006-07-22
2006-07-22_2,2,Natasha Bedingfield,Unwritten,3,2,19,2006-07-22
2006-07-22_3,3,James Blunt,You're Beautiful,2,1,48,2006-07-22
2006-07-22_4,4,Kelly Clarkson,Because Of You,5,3,39,2006-07-22
2006-07-22_5,5,Lifehouse,You And Me,4,1,55,2006-07-22
2006-07-22_6,6,Rob Thomas,Ever The Same,6,6,30,2006-07-22
2006-07-22_7,7,Nick Lachey,What's Left Of Me,8,7,16,2006-07-22
2006-07-22_8,8,Michael Buble,Save The Last Dance For Me,7,5,26,2006-07-22
2006-07-22_9,9,Faith Hill,Like We Never Loved At All,11,9,41,2006-07-22
2006-07-22_10,10,Chris Rice,When Did You Fall (In Love With Me),10,10,22,2006-07-22
2006-07-22_11,11,Keith Urban,Making Memories Of Us,9,5,28,2006-07-22
2006-07-22_12,12,Bon Jovi,Who Says You Can't Go Home,12,12,22,2006-07-22
2006-07-22_13,13,Five for Fighting,The Riddle,13,13,8,2006-07-22
2006-07-22_14,14,Taylor Hicks,Do I Make You Proud,15,14,7,2006-07-22
2006-07-22_15,15,KT Tunstall,Black Horse & The Cherry Tree,17,15,10,2006-07-22
2006-07-22_16,16,Rascal Flatts,What Hurts The Most,19,16,11,2006-07-22
2006-07-22_17,17,Bo Bice,The Real Thing,18,17,13,2006-07-22
2006-07-22_18,18,MercyMe,So Long Self,21,18,12,2006-07-22
2006-07-22_19,19,Nicol Sponberg,Crazy In Love,20,17,14,2006-07-22
2006-07-22_20,20,Kelly Clarkson,Walk Away,22,20,16,2006-07-22
2006-07-22_21,21,Chicago,Love Will Come Back,23,21,11,2006-07-22
2006-07-22_22,22,Jon Secada,Free,26,22,4,2006-07-22
2006-07-22_23,23,Jack Johnson,Upside Down,25,23,9,2006-07-22
2006-07-22_24,24,Lionel Richie,I Call It Love,24,24,4,2006-07-22
2006-07-22_25,25,Chantal Chamandy,Feels Like Love,30,25,11,2006-07-22
2006-07-22_26,26,The Fray,Over My Head (Cable Car),28,26,12,2006-07-22
2006-07-22_27,27,Carrie Underwood,"Jesus, Take The Wheel",27,23,18,2006-07-22
2006-07-22_28,28,Los Lonely Boys,Diamonds,29,28,4,2006-07-22
2006-07-22_29,29,Teddy Geiger,For You I Will (Confidence),33,29,4,2006-07-22
2006-07-22_30,30,Natalie Grant,The Real Me,31,30,3,2006-07-22
2006-07-22_31,31,Nickelback,Savin' Me,32,29,10,2006-07-22
2006-07-22_32,32,Goo Goo Dolls,Stay With You,36,32,5,2006-07-22
2006-07-22_33,33,Corinne Bailey Rae,Put Your Records On,37,33,3,2006-07-22
2006-07-22_34,34,Cascada,Everytime We Touch,35,28,13,2006-07-22
2006-07-22_35,35,Hootie & The Blowfish,Get Out Of My Mind,34,17,18,2006-07-22
2006-07-22_36,36,Mary J. Blige And U2,One,39,36,2,2006-07-22
2006-07-22_37,37,Coldplay,The Hardest Part,38,37,2,2006-07-22
2006-07-22_38,38,Dian Diaz,No More Tears,0,38,1,2006-07-22
2006-07-22_39,39,Livingston Taylor Featuring Carly Simon,Best Of Friends,0,39,3,2006-07-22
2006-07-22_40,40,Darren Hayes,So Beautiful,0,27,20,2006-07-22
2006-07-29_1,1,Daniel Powter,Bad Day,1,1,29,2006-07-29
2006-07-29_2,2,Natasha Bedingfield,Unwritten,2,2,20,2006-07-29
2006-07-29_3,3,James Blunt,You're Beautiful,3,1,49,2006-07-29
2006-07-29_4,4,Lifehouse,You And Me,5,1,56,2006-07-29
2006-07-29_5,5,Kelly Clarkson,Because Of You,4,3,40,2006-07-29
2006-07-29_6,6,Nick Lachey,What's Left Of Me,7,6,17,2006-07-29
2006-07-29_7,7,Rob Thomas,Ever The Same,6,6,31,2006-07-29
2006-07-29_8,8,Michael Buble,Save The Last Dance For Me,8,5,27,2006-07-29
2006-07-29_9,9,Bon Jovi,Who Says You Can't Go Home,12,9,23,2006-07-29
2006-07-29_10,10,Chris Rice,When Did You Fall (In Love With Me),10,10,23,2006-07-29
2006-07-29_11,11,Faith Hill,Like We Never Loved At All,9,9,42,2006-07-29
2006-07-29_12,12,Keith Urban,Making Memories Of Us,11,5,29,2006-07-29
2006-07-29_13,13,Five for Fighting,The Riddle,13,13,9,2006-07-29
2006-07-29_14,14,KT Tunstall,Black Horse & The Cherry Tree,15,14,11,2006-07-29
2006-07-29_15,15,Rascal Flatts,What Hurts The Most,16,15,12,2006-07-29
2006-07-29_16,16,Taylor Hicks,Do I Make You Proud,14,14,8,2006-07-29
2006-07-29_17,17,MercyMe,So Long Self,18,17,13,2006-07-29
2006-07-29_18,18,Nicol Sponberg,Crazy In Love,19,17,15,2006-07-29
2006-07-29_19,19,Bo Bice,The Real Thing,17,17,14,2006-07-29
2006-07-29_20,20,Kelly Clarkson,Walk Away,20,20,17,2006-07-29
2006-07-29_21,21,Chicago,Love Will Come Back,21,21,12,2006-07-29
2006-07-29_22,22,Jon Secada,Free,22,22,5,2006-07-29
2006-07-29_23,23,Lionel Richie,I Call It Love,24,23,5,2006-07-29
2006-07-29_24,24,Jack Johnson,Upside Down,23,23,10,2006-07-29
2006-07-29_25,25,The Fray,Over My Head (Cable Car),26,25,13,2006-07-29
2006-07-29_26,26,Carrie Underwood,"Jesus, Take The Wheel",27,23,19,2006-07-29
2006-07-29_27,27,Chantal Chamandy,Feels Like Love,25,25,12,2006-07-29
2006-07-29_28,28,Bob Seger,Wait For Me,0,28,1,2006-07-29
2006-07-29_29,29,Los Lonely Boys,Diamonds,28,28,5,2006-07-29
2006-07-29_30,30,Nickelback,Savin' Me,31,29,11,2006-07-29
2006-07-29_31,31,Teddy Geiger,For You I Will (Confidence),29,29,5,2006-07-29
2006-07-29_32,32,Natalie Grant,The Real Me,30,30,4,2006-07-29
2006-07-29_33,33,Corinne Bailey Rae,Put Your Records On,33,33,4,2006-07-29
2006-07-29_34,34,Cascada,Everytime We Touch,34,28,14,2006-07-29
2006-07-29_35,35,Dian Diaz,No More Tears,38,35,2,2006-07-29
2006-07-29_36,36,Daniel Powter,Free Loop,0,36,1,2006-07-29
2006-07-29_37,37,James Blunt,High,0,37,1,2006-07-29
2006-07-29_38,38,The Terms,Big City Concrete Wildflowers,0,38,1,2006-07-29
2006-07-29_39,39,Goo Goo Dolls,Stay With You,32,32,6,2006-07-29
2006-07-29_40,40,Enya,Someone Said Goodbye,0,40,1,2006-07-29
2006-08-05_1,1,Daniel Powter,Bad Day,1,1,30,2006-08-05
2006-08-05_2,2,Natasha Bedingfield,Unwritten,2,2,21,2006-08-05
2006-08-05_3,3,James Blunt,You're Beautiful,3,1,50,2006-08-05
2006-08-05_4,4,Lifehouse,You And Me,4,1,57,2006-08-05
2006-08-05_5,5,Kelly Clarkson,Because Of You,5,3,41,2006-08-05
2006-08-05_6,6,Nick Lachey,What's Left Of Me,6,6,18,2006-08-05
2006-08-05_7,7,Rob Thomas,Ever The Same,7,6,32,2006-08-05
2006-08-05_8,8,Bon Jovi,Who Says You Can't Go Home,9,8,24,2006-08-05
2006-08-05_9,9,Michael Buble,Save The Last Dance For Me,8,5,28,2006-08-05
2006-08-05_10,10,Chris Rice,When Did You Fall (In Love With Me),10,10,24,2006-08-05
2006-08-05_11,11,Faith Hill,Like We Never Loved At All,11,9,43,2006-08-05
2006-08-05_12,12,Keith Urban,Making Memories Of Us,12,5,30,2006-08-05
2006-08-05_13,13,KT Tunstall,Black Horse & The Cherry Tree,14,13,12,2006-08-05
2006-08-05_14,14,Five for Fighting,The Riddle,13,13,10,2006-08-05
2006-08-05_15,15,Rascal Flatts,What Hurts The Most,15,15,13,2006-08-05
2006-08-05_16,16,MercyMe,So Long Self,17,16,14,2006-08-05
2006-08-05_17,17,Taylor Hicks,Do I Make You Proud,16,14,9,2006-08-05
2006-08-05_18,18,Nicol Sponberg,Crazy In Love,18,17,16,2006-08-05
2006-08-05_19,19,Bo Bice,The Real Thing,19,17,15,2006-08-05
2006-08-05_20,20,Kelly Clarkson,Walk Away,20,20,18,2006-08-05
2006-08-05_21,21,Lionel Richie,I Call It Love,23,21,6,2006-08-05
2006-08-05_22,22,Chicago,Love Will Come Back,21,21,13,2006-08-05
2006-08-05_23,23,Jack Johnson,Upside Down,24,23,11,2006-08-05
2006-08-05_24,24,Jon Secada,Free,22,22,6,2006-08-05
2006-08-05_25,25,Bob Seger,Wait For Me,28,25,2,2006-08-05
2006-08-05_26,26,The Fray,Over My Head (Cable Car),25,25,14,2006-08-05
2006-08-05_27,27,Tim McGraw,When The Stars Go Blue,0,27,1,2006-08-05
2006-08-05_28,28,Carrie Underwood,"Jesus, Take The Wheel",26,23,20,2006-08-05
2006-08-05_29,29,Chantal Chamandy,Feels Like Love,27,25,13,2006-08-05
2006-08-05_30,30,Los Lonely Boys,Diamonds,29,28,6,2006-08-05
2006-08-05_31,31,Corinne Bailey Rae,Put Your Records On,33,31,5,2006-08-05
2006-08-05_32,32,Nickelback,Savin' Me,30,29,12,2006-08-05
2006-08-05_33,33,Natalie Grant,The Real Me,32,30,5,2006-08-05
2006-08-05_34,34,Daniel Powter,Free Loop,36,34,2,2006-08-05
2006-08-05_35,35,Jordan Knight Duet With Deborah Gibson,Say Goodbye,0,35,1,2006-08-05
2006-08-05_36,36,Enya,Someone Said Goodbye,40,36,2,2006-08-05
2006-08-05_37,37,Teddy Geiger,For You I Will (Confidence),31,29,6,2006-08-05
2006-08-05_38,38,Dian Diaz,No More Tears,35,35,3,2006-08-05
2006-08-05_39,39,The Terms,Big City Concrete Wildflowers,38,38,2,2006-08-05
2006-08-05_40,40,Katie Melua,Just Like Heaven,0,40,1,2006-08-05
2006-08-12_1,1,Daniel Powter,Bad Day,1,1,31,2006-08-12
2006-08-12_2,2,Natasha Bedingfield,Unwritten,2,2,22,2006-08-12
2006-08-12_3,3,Kelly Clarkson,Because Of You,5,3,42,2006-08-12
2006-08-12_4,4,James Blunt,You're Beautiful,3,1,51,2006-08-12
2006-08-12_5,5,Lifehouse,You And Me,4,1,58,2006-08-12
2006-08-12_6,6,Nick Lachey,What's Left Of Me,6,6,19,2006-08-12
2006-08-12_7,7,Rob Thomas,Ever The Same,7,6,33,2006-08-12
2006-08-12_8,8,Bon Jovi,Who Says You Can't Go Home,8,8,25,2006-08-12
2006-08-12_9,9,Chris Rice,When Did You Fall (In Love With Me),10,9,25,2006-08-12
2006-08-12_10,10,Michael Buble,Save The Last Dance For Me,9,5,29,2006-08-12
2006-08-12_11,11,KT Tunstall,Black Horse & The Cherry Tree,13,11,13,2006-08-12
2006-08-12_12,12,Five for Fighting,The Riddle,14,12,11,2006-08-12
2006-08-12_13,13,Faith Hill,Like We Never Loved At All,11,9,44,2006-08-12
2006-08-12_14,14,Keith Urban,Making Memories Of Us,12,5,31,2006-08-12
2006-08-12_15,15,Rascal Flatts,What Hurts The Most,15,15,14,2006-08-12
2006-08-12_16,16,Nicol Sponberg,Crazy In Love,18,16,17,2006-08-12
2006-08-12_17,17,MercyMe,So Long Self,16,16,15,2006-08-12
2006-08-12_18,18,Taylor Hicks,Do I Make You Proud,17,14,10,2006-08-12
2006-08-12_19,19,Kelly Clarkson,Walk Away,20,19,19,2006-08-12
2006-08-12_20,20,Bo Bice,The Real Thing,19,17,16,2006-08-12
2006-08-12_21,21,Lionel Richie,I Call It Love,21,21,7,2006-08-12
2006-08-12_22,22,Bob Seger,Wait For Me,25,22,3,2006-08-12
2006-08-12_23,23,The Fray,Over My Head (Cable Car),26,23,15,2006-08-12
2006-08-12_24,24,Tim McGraw,When The Stars Go Blue,27,24,2,2006-08-12
2006-08-12_25,25,Jack Johnson,Upside Down,23,23,12,2006-08-12
2006-08-12_26,26,Jon Secada,Free,24,22,7,2006-08-12
2006-08-12_27,27,Chicago,Love Will Come Back,22,21,14,2006-08-12
2006-08-12_28,28,Chantal Chamandy,Feels Like Love,29,25,14,2006-08-12
2006-08-12_29,29,Los Lonely Boys,Diamonds,30,28,7,2006-08-12
2006-08-12_30,30,Enya,Someone Said Goodbye,36,30,3,2006-08-12
2006-08-12_31,31,Daniel Powter,Free Loop,34,31,3,2006-08-12
2006-08-12_32,32,Corinne Bailey Rae,Put Your Records On,31,31,6,2006-08-12
2006-08-12_33,33,Gnarls Barkley,Crazy,0,33,1,2006-08-12
2006-08-12_34,34,Jordan Knight Duet With Deborah Gibson,Say Goodbye,35,34,2,2006-08-12
2006-08-12_35,35,Nickelback,Savin' Me,32,29,13,2006-08-12
2006-08-12_36,36,Natalie Grant,The Real Me,33,30,6,2006-08-12
2006-08-12_37,37,John Mayer,Waiting On The World To Change,0,37,1,2006-08-12
2006-08-12_38,38,Teddy Geiger,For You I Will (Confidence),37,29,7,2006-08-12
2006-08-12_39,39,James Blunt,High,0,37,2,2006-08-12
2006-08-12_40,40,The Terms,Big City Concrete Wildflowers,39,38,3,2006-08-12
2006-08-19_1,1,Daniel Powter,Bad Day,1,1,32,2006-08-19
2006-08-19_2,2,Natasha Bedingfield,Unwritten,2,2,23,2006-08-19
2006-08-19_3,3,Nick Lachey,What's Left Of Me,6,3,20,2006-08-19
2006-08-19_4,4,James Blunt,You're Beautiful,4,1,52,2006-08-19
2006-08-19_5,5,Kelly Clarkson,Because Of You,3,3,43,2006-08-19
2006-08-19_6,6,Lifehouse,You And Me,5,1,59,2006-08-19
2006-08-19_7,7,Rob Thomas,Ever The Same,7,6,34,2006-08-19
2006-08-19_8,8,Bon Jovi,Who Says You Can't Go Home,8,8,26,2006-08-19
2006-08-19_9,9,Chris Rice,When Did You Fall (In Love With Me),9,9,26,2006-08-19
2006-08-19_10,10,Michael Buble,Save The Last Dance For Me,10,5,30,2006-08-19
2006-08-19_11,11,KT Tunstall,Black Horse & The Cherry Tree,11,11,14,2006-08-19
2006-08-19_12,12,Faith Hill,Like We Never Loved At All,13,9,45,2006-08-19
2006-08-19_13,13,Five for Fighting,The Riddle,12,12,12,2006-08-19
2006-08-19_14,14,Keith Urban,Making Memories Of Us,14,5,32,2006-08-19
2006-08-19_15,15,Rascal Flatts,What Hurts The Most,15,15,15,2006-08-19
2006-08-19_16,16,Nicol Sponberg,Crazy In Love,16,16,18,2006-08-19
2006-08-19_17,17,MercyMe,So Long Self,17,16,16,2006-08-19
2006-08-19_18,18,Lionel Richie,I Call It Love,21,18,8,2006-08-19
2006-08-19_19,19,Kelly Clarkson,Walk Away,19,19,20,2006-08-19
2006-08-19_20,20,Bo Bice,The Real Thing,20,17,17,2006-08-19
2006-08-19_21,21,Tim McGraw,When The Stars Go Blue,24,21,3,2006-08-19
2006-08-19_22,22,Taylor Hicks,Do I Make You Proud,18,14,11,2006-08-19
2006-08-19_23,23,Bob Seger,Wait For Me,22,22,4,2006-08-19
2006-08-19_24,24,The Fray,Over My Head (Cable Car),23,23,16,2006-08-19
2006-08-19_25,25,Jon Secada,Free,26,22,8,2006-08-19
2006-08-19_26,26,Jack Johnson,Upside Down,25,23,13,2006-08-19
2006-08-19_27,27,Chicago,Love Will Come Back,27,21,15,2006-08-19
2006-08-19_28,28,Corinne Bailey Rae,Put Your Records On,32,28,7,2006-08-19
2006-08-19_29,29,Gnarls Barkley,Crazy,33,29,2,2006-08-19
2006-08-19_30,30,Chantal Chamandy,Feels Like Love,28,25,15,2006-08-19
2006-08-26_1,1,Daniel Powter,Bad Day,1,1,33,2006-08-26
2006-08-26_2,2,Natasha Bedingfield,Unwritten,2,2,24,2006-08-26
2006-08-26_3,3,James Blunt,You're Beautiful,4,1,53,2006-08-26
2006-08-26_4,4,Kelly Clarkson,Because Of You,5,3,44,2006-08-26
2006-08-26_5,5,Nick Lachey,What's Left Of Me,3,3,21,2006-08-26
2006-08-26_6,6,Rob Thomas,Ever The Same,7,6,35,2006-08-26
2006-08-26_7,7,Lifehouse,You And Me,6,1,60,2006-08-26
